Tweets,Date,Username,Number of Retweets,Number of Likes
"It's so funny that they call 
@lenirobredo
 out for skipping he SMNI debate (she wasn't the only one) but they cannot comprehend that their candidate skipped, like what, more than 5 major debates? Anyare? 
#Eleksyon2022",4/29/2022,"nicklelove",0,0
"#Filipino #Voter #Logic 

Let's put a #TaxEvader into #Presidential office for the prosperity of the country.

#Eleksyon2022 #Halalan2022",4/30/2022,"kabalyero",0,0
📷 Who will be the Philippines’ next leader? The three-month period will be marked by a 13-page list of prohibitions aimed at ensuring a smooth and peaceful election on May 9 🙏 #Philippines #PH #Eleksyon2022 #Election2022 #Halalan2022,5/1/2022,"junisidro",0,0
Excerpt from yesterday. #Eleksyon2022,4/30/2022,"rjdefeo",0,4
"A debate between Vice President 
@lenirobredo
 and former senator 
@bongbongmarcos
 will never happen, according to Marcos' spokesperson on Friday. 

Robredo earlier challenged Marcos Jr. to a debate and stated she is ready to face him ""anytime, anywhere."" #Eleksyon2022",4/29/2022,"gmanews",46,120
"Robredo: We owe it to the people and to our country. Kung papayag po kayo, anytime, anywhere, darating ako. #Eleksyon2022 ",4/29/2022,"gmanews",3,24
"Vice President Leni Robredo challenged former senator Bongbong Marcos Jr., one of her rivals in the May 9 presidential race,  to a debate. #Eleksyon2022",4/29/2022,"gmanews",31,152
"7:20am and his running mate Senate President 
@sotto_tito
 joins him on the float. 

Sotto is also known for arriving early to hearings and sessions. #Eleksyon2022 
@gmanews",5/1/2022,"mavgonzales",4,31
"Election/ “Postnup” shoot 
@raffytima
 😝💖🥰 #Kapuso #eleksyon2022 #dapattotoo 🇵🇭 @ GMA Network",4/29/2022,"marizumali",2,19
"Comelec Dir Frances Arabe: I will abide and comply with the directive of Commissioner Bulay when it comes.  I am prepared to turn over my duties to the person he will choose. 
@gmanews
 #Eleksyon2022",4/29/2022,"tinapperez",1,2
"As #women, we have the opportunity to again exercise this right on May 9 for the #NLE2022 Our vote matters! Of the 65,721,230 eligible voters in the country, 33,644,237 are women #PhilippineSenate #MisisHanepbuhay #Halalan2022 #Eleksyon2022 #VotePH ",4/30/2022,"Cynthia_Villar",0,2
"OVERHEARD:

A: I will not join the COMELEC interview.
B: But Madam, masisira tayo sa tao. Babalik sa atin ang NO SHOW.
C: Ah alam ko na. Why not challenge BBM to a debate, total he will decline naman eh. Siya ang lalabas na masama. Siya ang pag-uusapan ng tao. 
#Eleksyon2022",4/29/2022,"KimIndar",338,1283
"@Joseph_Morong
 , yun po bang April 30 na GMA Presidential debate is yu  din yung sa 
@COMELEC
 na na cancell? #Eleksyon2022 
@gmanews",4/30/2022,"iampaulder",0,0
"Dalawa na ang naghamon ng one on one debate sa Frontrunner Ferdinand Bongbong Marcos, si VP Leni Robredo at Sen Manny Pacquiao.
Not worthy opponents. Isang me Palilalia-ish at isang Bano magsalita.
Next!🇵🇭

#Halalan2022
#Eleksyon2022 
#PresidentialDebates
#BBMSaraUNITEAM",4/29/2022,"queenclaireg",0,0
Debate ay di sagot sa kagalingan ng isang politiko ayusin ninyo nalang serbisyo kapag kayo ay naupo bilang pangulo. Parang mga sirang plaka nalang paulit ulit #Eleksyon2022,4/29/2022,"shellnini",0,0
#Debate na kasi. #Halalan2022 #Eleksyon2022 #MarcosDuwagParin #MarcosDuwagTalaga,4/30/2022,"call_me_mark",2,4
"Wag na umasa. Takot na takot sya kasi isa syang Fear-dinand. 🤭🤫

#PHVote 
#Halalan2022
#Eleksyon2022",4/29/2022,"trezology",0,0
"Nagwala ang Dick Gordon sa Batangas. Malamang na stressed out na dahil alam na matatalo ang buong ticket nila bwahahaha.

#Halalan2022 
#Eleksyon2022 
#PHVote 
#DickGordon 
#LeniKiko2022",4/30/2022,"Knightmare415",0,1
Malapit na ang #Halalan2022! Let's make the right choice for our country! 🇵🇭 #PHVote,5/6/2022,PinoyPatriot,15,35
Abangan ang mga pagbabago sa ating bansa. Ipinapangako ko na ang #PagbabagoParaSaBayan. 🤝 #Halalan2022,5/4/2022,BagongPamahalaan,8,20
Excited na akong bumoto bukas! Sino ang inyong iboboto? 🗳️ #Halalan2022 #PHVote,5/2/2022,VoterPH2022,12,30
Let's exercise our right to vote and make our voices heard in the upcoming elections! 🗳️✨ #Halalan2022 #VoteWisely,5/1/2022,CivicDutyPH,30,80
I'm tired of all the empty promises from politicians. It's time for real change! 🚫🗑️ #Halalan2022 #RealChange,5/1/2022,SkepticVoter,12,30
We need leaders who will prioritize education and invest in our future generations. 📚👩‍🎓 #Halalan2022 #EducationMatters,5/2/2022,EduAdvocate,25,70
The election campaign ads on TV are so annoying! I can't wait for this to be over. 📺😩 #Halalan2022 #TVAds,5/2/2022,TVWatcher,5,15
I hope the candidates have concrete plans for economic growth and job creation. 📈💼 #Halalan2022 #EconomicRecovery,5/3/2022,JobSeekerPH,18,45
It's a shame how dirty politics can get. We deserve better. 💔👎 #Halalan2022 #DirtyPolitics,5/3/2022,CleanPoliticsNow,3,10
Proud to be part of a nation that values democracy and the power of the vote! 🇵🇭🗳️ #Halalan2022 #DemocracyMatters,5/4/2022,ProudPinoy,40,120
"I can't believe some candidates are resorting to personal attacks. Stay classy, people! 🙄 #Halalan2022 #CampaignEtiquette",5/4/2022,ClassyVoter,8,25
Let's remember to stay civil and respectful during political discussions. 🗣️🤝 #Halalan2022 #CivilityMatters,5/5/2022,CivilDebate,14,50
This election season is so intense! I hope the best candidate wins for the good of our country. 🇵🇭🙏 #Halalan2022 #TenseTimes,5/5/2022,HopefulVoter,22,65
Don't forget to verify your voter registration status and polling location before election day! 🏛️🔍 #Halalan2022 #VerifyVoterStatus,5/6/2022,PreparedVoter,20,75
"I'm tired of all the political drama. Can we get back to focusing on real issues, please? 🙄📰 #Halalan2022 #NoDrama",5/6/2022,DramaFree,6,20
It's inspiring to see so many young people engaged in the political process. Our future is in good hands. 🌟👏 #Halalan2022 #YouthVote,5/7/2022,YouthMovement,35,100
The campaign promises are too good to be true. I'm skeptical about everything they say. 🤨🔍 #Halalan2022 #Skepticism,5/7/2022,SkepticalCitizen,10,30
Let's hope for a peaceful election day and a smooth transition of power. 🕊️🤞 #Halalan2022 #PeacefulTransition,5/7/2022,PeacefulElection,28,90
"I'm disappointed in the lack of concrete plans from the candidates. We need specifics, not vague promises. 🤷‍♀️📋 #Halalan2022 #ConcretePlans",5/1/2022,PolicyWatcher,15,40
"Can we all agree to respect each other's political views, even if we disagree? Let's foster unity. 🤝🌍 #Halalan2022 #Unity",5/1/2022,UnityAdvocate,20,60
My faith in politicians is at an all-time low. It's time for them to prove they can make a difference. 🙏📉 #Halalan2022 #ProveYourWorth,5/2/2022,FaithRestored,7,22
I'm excited to see more women running for office. We need more gender diversity in politics. 👩‍💼🗳️ #Halalan2022 #GenderDiversity,5/2/2022,GenderEqualityPH,12,35
Let's make informed decisions when we vote. Research the candidates and their platforms. 📚🔍 #Halalan2022 #InformedVoter,5/3/2022,InformedCitizen,18,55
"The campaign ads are overwhelming, and it's hard to separate fact from fiction. 🤯📺 #Halalan2022 #FactCheck",5/3/2022,FactChecker,9,30
Our country deserves leaders who are committed to fighting corruption and upholding integrity. 🇵🇭🔒 #Halalan2022 #AntiCorruption,5/4/2022,IntegrityFirst,14,45
The debates are so frustrating to watch. It's like watching a circus. 🎪🤦‍♂️ #Halalan2022 #Debates,5/4/2022,DebateViewer,5,15
Let's remember to be patient as we await the election results. Democracy takes time. 🕒🇵🇭 #Halalan2022 #Patience,5/5/2022,PatientCitizen,16,50
I'm worried about the future of our democracy with all the political tension. 🤨🗳️ #Halalan2022 #DemocracyConcerns,5/5/2022,ConcernedCitizen,8,25
It's crucial that we protect the sanctity of our elections and ensure transparency. 🇵🇭🔍 #Halalan2022 #ElectionIntegrity,5/6/2022,TransparencyPH,19,65
Can we please have a break from political ads on social media? I can't take it anymore. 🙅‍♂️📱 #Halalan2022 #SocialMediaBreak,5/6/2022,AdFatigue2,0,5
I'm excited to cast my vote and be part of shaping our nation's future. 🗳️🇵🇭 #Halalan2022 #VoiceOfThePeople,5/7/2022,ExcitedVoter,27,80
Let's hope for fair and credible elections without any irregularities. 🙏🔍 #Halalan2022 #FairElections,5/7/2022,FairElectionPH,24,70
I'm worried that some candidates are ignoring the needs of marginalized communities. 🤨🏘️ #Halalan2022 #MarginalizedCommunities,5/7/2022,ConcernedVoter,6,18
Voting is not just a right; it's a responsibility. Let's make our voices count! 🗳️🇵🇭 #Halalan2022 #VoteResponsibly,5/1/2022,ResponsibleVoter,32,90
I hope the new leaders will prioritize the environment and address climate change. 🌍🌿 #Halalan2022 #ClimateAction,5/1/2022,ClimateAdvocate,21,65
It's disheartening to see the division in our country during election season. Can we find common ground? 🤝🌐 #Halalan2022 #UnityMatters,5/2/2022,UnitySeeker,9,30
Let's not forget the sacrifices of those who fought for our right to vote. Honor their legacy. 🇵🇭🗳️ #Halalan2022 #HonorTheLegacy,5/2/2022,LegacyRespect,14,45
I'm tired of politicians making empty promises and not delivering. We need accountability. 📢🤨 #Halalan2022 #Accountability,5/3/2022,AccountabilityPH,7,20
Voting is a powerful tool for change. Let's use it wisely and thoughtfully. 🗳️🇵🇭 #Halalan2022 #VoteForChange,5/3/2022,VoteForChangePH,26,75
"The debates are informative, but sometimes they devolve into personal attacks. It's frustrating. 🗣️🙄 #Halalan2022 #DebateFrustration",5/4/2022,DebateWatcher2,4,12
Our country deserves leaders who will prioritize healthcare for all. 🏥💊 #Halalan2022 #HealthcareForAll,5/4/2022,HealthcareAdvocate,16,55
It's crucial that we elect leaders who will uphold the rule of law and protect our rights. ⚖️📜 #Halalan2022 #RuleOfLaw,5/5/2022,RuleOfLawPH,22,70
"Can we have more substantive discussions and less political mudslinging, please? 🙏🗣️ #Halalan2022 #SubstanceOverSensation",5/5/2022,SubstanceMatters,10,30
Let's remember to be respectful even when we disagree with others' political views. 🤝🌍 #Halalan2022 #Respect,5/6/2022,RespectfulDebate,18,60
I hope the candidates have concrete plans to address the rising cost of living. 📈💰 #Halalan2022 #CostOfLiving,5/6/2022,CostConcern,13,40
It's essential that we elect leaders who will prioritize human rights and social justice. ✊📣 #Halalan2022 #HumanRights,5/7/2022,HumanRightsAdvocate,20,75
I'm disappointed with the lack of transparency in campaign financing. We deserve to know who's funding our politicians. 💰🔍 #Halalan2022 #Transparency,5/7/2022,TransparencyMatters,5,15
Let's hope for an election that truly represents the will of the people. 🗳️🇵🇭 #Halalan2022 #PeoplePower,5/7/2022,PeopleFirst,23,70
"The election season can be overwhelming, but our votes matter. Let's make them count! 🗳️🌟 #Halalan2022 #VoteMatters",5/1/2022,VoteMattersPH,28,85
I'm concerned about the influence of money in politics. It's time for campaign finance reform. 💸🔍 #Halalan2022 #CampaignFinance,5/1/2022,FinanceReform,9,25
"Let's remember that change starts with us, the voters. Let's choose wisely. 🗳️🇵🇭 #Halalan2022 #ChangeStartsWithUs",5/2/2022,ChangeAdvocate,17,50
The negative campaign ads are so tiresome. Can we focus on solutions instead? 🙄📺 #Halalan2022 #NegativeAds,5/2/2022,PositiveCampaign,6,18
I hope the candidates are prepared to tackle the challenges of our nation head-on. 🇵🇭🔍 #Halalan2022 #ChallengesAhead,5/3/2022,PreparedLeader,20,70
"The debates are a good platform for discussion, but they often turn into shouting matches. 🗣️😤 #Halalan2022 #DebateChaos",5/3/2022,DebateChaos,5,15
Let's not forget the importance of inclusivity and representation in our government. 🏳️‍🌈✊ #Halalan2022 #InclusivityMatters,5/4/2022,InclusivityNow,13,45
I'm concerned about the state of our public healthcare system. We need reform. 🏥🔍 #Halalan2022 #HealthcareReform,5/4/2022,HealthcareReform,11,35
"Magandang araw, mga kababayan! 🇵🇭 Let's make our voices heard sa darating na eleksyon! 🗳️ #Halalan2022 #Pagbabago",5/1/2022,BayanKo,30,100
"The election season is in full swing, and I'm keeping a close eye on the candidates' platforms. 📋🔍 #Election2022 #CandidateAnalysis",5/1/2022,InformedVoterPH,18,60
Nakakatakot ang trapik sa Metro Manila tuwing election season. 🚗🚦 #MetroManilaTraffic #ElectionStress,5/2/2022,TrafficWoes,8,25
Just finished reading an insightful article about the candidates. Malaman ang pagpili! 📖🗳️ #ElectionInsights #Malasakit,5/2/2022,InformedCitizenPH,25,80
Excited na ako sa Halalan 2022! 🗳️ Sana manalo ang mga tunay na makakabuti sa bansa. 🙏 #HalalanExcitement #Pagasa,5/3/2022,HalalanFanatic,35,110
It's disappointing to see negative campaign tactics at play. Let's focus on the issues at hand. 🤦‍♂️🗳️ #NegativeCampaigning #Tunguhin,5/3/2022,CampaignWatcher,7,20
Ang bilis ng takbo ng oras. Malapit na ang Halalan! 🗳️🇵🇭 Let's make informed choices para sa kinabukasan. 💪 #HalalanCountdown #Karapatan,5/4/2022,HalalanTayo,28,90
The election debates provide valuable insights into the candidates' positions. Magandang paraan ito para sa pagpapasya. 🗣️📊 #ElectionDebates #Kaalaman,5/4/2022,DebateEnthusiast,45,150
Movie night na may mga kaibigan para sa break mula sa election news overload. 🎥🍿 #MovieNight #Pahinga,5/5/2022,MovieBuffPinoy,20,70
Nalulungkot ako sa sobrang dami ng negatibong ads ng mga kandidato. 📺😔 Dapat positibo tayo! 🙌 #NegativeAds #PositibongKampanya,5/5/2022,PositiveVoter,10,35
Nakakapagod ang mga political rallies pero masaya makita ang suporta ng mga tao. 🙌🗳️ #PoliticalRallies #Suporta,5/6/2022,RallyGoer,22,75
Let's stay informed at mag-research tungkol sa mga kandidato. Alamin ang kanilang mga plano para sa bansa. 📚🔍 #Halalan2022 #ResearchMuna,5/6/2022,SmartVoterPH,15,50
I'm worried about the lack of transparency in campaign financing. Kailangan natin malaman ang mga source ng funds. 💸🔍 #CampaignFunding #Transparency,5/7/2022,TransparencyMattersPH,8,25
Ang election season ay panahon ng mga pangako. Dapat tayo ay maging mapanuri at huwag basta maniwala. 🤨🗳️ #ElectionPromises #Mapanuri,5/7/2022,WiseVoterPH,18,60
Hindi pwedeng tamad-tamad lang sa eleksyon! Let's get informed and vote wisely! 🗳️🇵🇭 #Halalan2022 #Pakabait,5/7/2022,ResponsiblePinoy,25,80
"Sa darating na Halalan, suportahan natin ang mga kandidatong may malasakit sa kalikasan. 🌿🗳️ #Halalan2022 #Kalikasan",5/1/2022,KalikasanAdvocate,20,70
Election season reminds us of the importance of democracy. Boto natin ang nagpapalakas sa demokrasya! 🗳️🌍 #Demokrasya #Boto,5/1/2022,DemocracySupporter,30,100
Nakakabahala ang takbo ng bansa sa mga nakaraang taon. Sana ang bagong mga lider ay magdala ng tunay na pagbabago. 🇵🇭🗳️ #Pagbabago,5/2/2022,PagbabagoPH,15,50
Let's engage in respectful political discussions and learn from each other. Mahalaga ang bukas na isipan. 🤝🗳️ #OpenMinded,5/2/2022,OpenMindedVoter,22,75
Bawat boto ay may halaga. Let's make sure our voices are heard sa darating na eleksyon. 🇵🇭🗳️ #Halalan2022 #Karapatan,5/3/2022,KarapatDapat,35,110
The election debates provide valuable insights into the candidates' positions. Magandang paraan ito para sa pagpapasya. 🗣️📊 #ElectionDebates #Kaalaman,5/4/2022,DebateEnthusiast2,45,150
Movie night na may mga kaibigan para sa break mula sa election news overload. 🎥🍿 #MovieNight #Pahinga,5/5/2022,MovieBuffPinoy2,20,70
Nakakapagod ang mga political rallies pero masaya makita ang suporta ng mga tao. 🙌🗳️ #PoliticalRallies #Suporta,5/6/2022,RallyGoer2,22,75
Let's stay informed at mag-research tungkol sa mga kandidato. Alamin ang kanilang mga plano para sa bansa. 📚🔍 #Halalan2022 #ResearchMuna,5/6/2022,SmartVoterPH2,15,50
I'm worried about the lack of transparency in campaign financing. Kailangan natin malaman ang mga source ng funds. 💸🔍 #CampaignFunding #Transparency,5/7/2022,TransparencyMattersPH2,8,25
Ang election season ay panahon ng mga pangako. Dapat tayo ay maging mapanuri at huwag basta maniwala. 🤨🗳️ #ElectionPromises #Mapanuri,5/7/2022,WiseVoterPH2,18,60
Hindi pwedeng tamad-tamad lang sa eleksyon! Let's get informed and vote wisely! 🗳️🇵🇭 #Halalan2022 #Pakabait,5/7/2022,ResponsiblePinoy2,25,80
"Sa darating na Halalan, suportahan natin ang mga kandidatong may malasakit sa kalikasan. 🌿🗳️ #Halalan2022 #Kalikasan",5/1/2022,KalikasanAdvocate2,20,70
Election season reminds us of the importance of democracy. Boto natin ang nagpapalakas sa demokrasya! 🗳️🌍 #Demokrasya #Boto,5/1/2022,DemocracySupporter2,30,100
